,SRANK,GRANK,OBJECTID,ELSUBID,ELCODE,SNAME,SCOMNAME,SRANK_CHGD,SRANK_RVWD,EO_TRACK,USESA,SPROT,PBSSTATUS,PBSDATE,PBSQUAL,SGCN,SGCN_COM,SENSITV_SP,ER_RULE,MOD_BY,MOD_DATE,CHG_TYPE,CHG_INFO,CHG_SRC,EXPT_DATE,Rounded_GRANK,Rounded_SRANK,temp_taxostatus,GRANK_rounded,SRANK_rounded,rank_score,resp_score,rarity_score
5174,SNR,G5,3396,14318,PDPGN0L2B0,Polygonum tenue,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.045,
5175,SNR,G5,3396,14318,PDPGN0L2B0,Polygonum tenue,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.045,
5176,SNR,G5?,1744,12629,NLT0020920,Parmotrema michauxianum,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5177,SNR,G5,2914,13809,PDFAB1D0U0,Desmodium marilandicum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.045,
5178,SNR,G5,2914,13809,PDFAB1D0U0,Desmodium marilandicum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.045,
5179,SNR,G5,3400,14322,PDPGN0P010,Rumex acetosa,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5180,SNR,G5,3400,14322,PDPGN0P010,Rumex acetosa,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5181,SNR,G5T5,6092,19129,NBHEP27041,Metzgeria furcata var. furcata,,,,,,,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.0,
5182,SNR,G5,3038,13952,PDGEN0E010,Obolaria virginica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.063,
5183,SNR,G5,3038,13952,PDGEN0E010,Obolaria virginica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.063,
5184,SNR,G5,2676,13565,PDCIS02030,Helianthemum canadense,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5185,SNR,G5,2676,13565,PDCIS02030,Helianthemum canadense,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5186,SNR,G5,2311,13334,PDBOR0G0U0,Hackelia virginiana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.063,
5187,SNR,G5,2311,13334,PDBOR0G0U0,Hackelia virginiana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.063,
5188,SNR,GNR,8134,508331,NLLEC4R020,Usnea amblyoclada,a beard lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5189,SNR,G5,3044,13958,PDGER02070,Geranium carolinianum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.018,
5190,SNR,G5,3044,13958,PDGER02070,Geranium carolinianum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.018,
5191,SNR,G5,3773,14697,PDSAL021E0,Salix humilis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.054,
5192,SNR,G5,3773,14697,PDSAL021E0,Salix humilis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.054,
5193,SNR,G5,3411,14334,PDPLM02050,Collomia linearis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5194,SNR,G5,3411,14334,PDPLM02050,Collomia linearis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5195,SNR,G5,2319,13874,PDFAB43050,Vicia caroliniana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.072,
5196,SNR,G5,2319,13874,PDFAB43050,Vicia caroliniana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.072,
5197,SNR,G5T5,4667,15642,PMPOA3M0A0,Leptochloa fascicularis,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.0,
5198,SNR,G5,3676,14597,PDROS1K0B0,Rubus allegheniensis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.073,
5199,SNR,G5,3676,14597,PDROS1K0B0,Rubus allegheniensis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.073,
5200,SNR,GNR,7981,508178,NLT0014570,Lecanora valesiaca,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5201,SNR,G5,3417,14340,PDPLM0D1G0,Phlox paniculata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.105,
5202,SNR,G5,3417,14340,PDPLM0D1G0,Phlox paniculata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.105,
5203,SNR,G5,4875,15855,PPDRY0A090,Dryopteris cristata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5204,SNR,G5,4875,15855,PPDRY0A090,Dryopteris cristata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5205,SNR,G3G5,1673,12554,NLT0012150,Heterodermia granulifera,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5206,SNR,G5,2692,13581,PDCLU03070,Hypericum canadense,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.081,
5207,SNR,G5,2692,13581,PDCLU03070,Hypericum canadense,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.081,
5208,SNR,G3G5,2477,13364,PDBRA06101,Borodinia burkii,,,,W,,,SP,1255219200.0,"Special Population, VPTC 2009-10-11",,,N,,sklugman,2/17/2022 1:48:55 PM,SNAME Change; GRANK Change,Taxonomy update: Elevated to full species as Borodinia burkii.,NatureServe and PNHP Botanists (P22NAT01),28-Feb-22,G4,SNR,in biotics,G4,SNR,0.0,0.645,0.0344827586207
5209,SNR,G3G5,1555,12431,NLLEC98060,Leptogium azureum,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5210,SNR,G5T5,6084,19117,NBHEP0H022,Blepharostoma trichophyllum ssp. trichophyllum,,,,,,,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.0,
5211,SNR,G5,2697,13586,PDCLU030M0,Hypericum ellipticum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.183,
5212,SNR,G5,2697,13586,PDCLU030M0,Hypericum ellipticum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.183,
5213,SNR,GNR,8175,508375,NLT0014230,Lecanora pseudistera,a rim lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5214,SNR,G5,4639,15612,PMPOA2K1K0,Eragrostis spectabilis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.02,
5215,SNR,G5,4639,15612,PMPOA2K1K0,Eragrostis spectabilis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.02,
5216,SNR,G5T5,6190,19235,NBHEP2A062,Nardia scalaris ssp. scalaris,,,,,,,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.0,
5217,SNR,G5,3793,14717,PDSAX0N030,Mitella diphylla,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.1,
5218,SNR,G5,3793,14717,PDSAX0N030,Mitella diphylla,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.1,
5219,SNR,G3G5,1624,12505,NLLEC010D0,Cladonia dimorphoclada,,,,W,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,1.0
5220,SNR,G3G5,1710,12594,NLT0017600,Loxospora ochrophaea,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5221,SNR,G3G5,1550,12425,NLLEC6C010,Ahtiana aurescens,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5222,SNR,G5,3435,14359,PDPLU01010,Armeria maritima,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5223,SNR,G5,3435,14359,PDPLU01010,Armeria maritima,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5224,SNR,GNRT5,4666,15641,PMPOA3M030,Leptochloa filiformis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,,SNR,,T5,SNR,0.0,0.0,
5225,SNR,G5,4652,15626,PMPOA2Y0A0,Glyceria melicaria,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.198,
5226,SNR,G5,4652,15626,PMPOA2Y0A0,Glyceria melicaria,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.198,
5227,SNR,G5,4897,15877,PPEQU01030,Equisetum hyemale,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5228,SNR,G5,4897,15877,PPEQU01030,Equisetum hyemale,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5229,SNR,G3G5,1882,12768,NLTES29850,Hyperphyscia syncolla,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5230,SNR,G5,2349,13146,PDAST4N140,Helianthus petiolaris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5231,SNR,G5,2349,13146,PDAST4N140,Helianthus petiolaris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5232,SNR,G4G5,8184,508384,NLTEL0K020,Physconia leucoleiptes,Bottle-brush Frost Lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5233,SNR,G3G5,1637,12518,NLT0008730,Cladonia piedmontensis,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5234,SNR,GNR,1808,12693,NLT0028130,Sphinctrina anglica,,,,,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5235,SNR,G5,4539,15506,PMPOA0K0Q0,Aristida oligantha,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.014,
5236,SNR,G5,4539,15506,PMPOA0K0Q0,Aristida oligantha,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.014,
5237,SNR,G5,2354,13151,PDAST4V0M0,Heterotheca subaxillaris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.001,
5238,SNR,G5,2354,13151,PDAST4V0M0,Heterotheca subaxillaris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.001,
5239,SNR,G5,3812,14736,PDSCR05070,Aureolaria virginica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.096,
5240,SNR,G5,3812,14736,PDSCR05070,Aureolaria virginica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.096,
5241,SNR,G5,4905,15885,PPISO01040,Isoetes echinospora,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5242,SNR,G5,4905,15885,PPISO01040,Isoetes echinospora,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5243,SNR,G4G5,8192,508392,NLTES10670,Stereocaulon glaucescens,Snow Lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5244,SNR,G5,2479,13366,PDBRA06140,Arabis lyrata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.127,
5245,SNR,G5,2479,13366,PDBRA06140,Arabis lyrata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.127,
5246,SNR,G5T5,2780,13673,PDCPR070E1,Viburnum cassinoides,,,,N,,,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.15,
5247,SNR,G5T5,6078,19111,NBHEP0Q051,Cephaloziella divaricata var. divaricata,,,,,,,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.0,
5248,SNR,G5,3454,14378,PDPRI070N0,Lysimachia quadrifolia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.108,
5249,SNR,G5,3454,14378,PDPRI070N0,Lysimachia quadrifolia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.108,
5250,SNR,G4G5,1669,12550,NLT0010970,Fuscidea recensa,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5251,SNR,G5,4915,15895,PPLYC010P0,Lycopodium obscurum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5252,SNR,G5,4915,15895,PPLYC010P0,Lycopodium obscurum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5253,SNR,G3G5,7985,508182,NLT0015590,Lecidea plebeja,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5254,SNR,G5,4917,15897,PPLYC01130,Diphasiastrum tristachyum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.114,
5255,SNR,G5,4917,15897,PPLYC01130,Diphasiastrum tristachyum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.114,
5256,SNR,G5,4189,15143,PMCYP03E00,Carex trisperma,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,in biotics,G5,SNR,0.0,0.109,
5257,SNR,G5,4189,15143,PMCYP03E00,Carex trisperma,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,in biotics,G5,SNR,0.0,0.109,
5258,SNR,G5,3462,14386,PDPYR01030,Chimaphila umbellata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.036,
5259,SNR,G5,3462,14386,PDPYR01030,Chimaphila umbellata,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.036,
5260,SNR,G5,3464,14389,PDPYR04010,Pyrola americana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.115,
5261,SNR,G5,3464,14389,PDPYR04010,Pyrola americana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.115,
5262,SNR,G5,2372,13170,PDAST5D010,Krigia biflora,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.045,
5263,SNR,G5,2372,13170,PDAST5D010,Krigia biflora,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.045,
5264,SNR,G5,2373,13171,PDAST5D070,Krigia virginica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.029,
5265,SNR,G5,2373,13171,PDAST5D070,Krigia virginica,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.029,
5266,SNR,G5,2374,13172,PDAST5F010,Lactuca biennis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.064,
5267,SNR,G5,2374,13172,PDAST5F010,Lactuca biennis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.064,
5268,SNR,G5,4561,15528,PMPOA17050,Calamagrostis canadensis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.028,
5269,SNR,G5,4561,15528,PMPOA17050,Calamagrostis canadensis,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.028,
5270,SNR,GNR,8170,508370,NLLEC2J060,Fellhanera silicis,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5271,SNR,G5,8190,508390,NLT0027050,Rinodina oxydata,a pepper-spore lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5272,SNR,G5,8190,508390,NLT0027050,Rinodina oxydata,a pepper-spore lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5273,SNR,G5,2380,13178,PDAST5F030,Lactuca floridana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.028,
5274,SNR,G5,2380,13178,PDAST5F030,Lactuca floridana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.028,
5275,SNR,GNR,8135,508332,NLT0030890,Usnea dasaea,a beard lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5276,SNR,G5?,1675,12556,NLT0012210,Heterodermia speciosa,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5277,SNR,GNR,8017,508214,NLT0018730,Multiclavula mucida,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5278,SNR,G3G5,1727,12612,NLT0019180,Myelochroa obsessa,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5279,SNR,G5,3479,14404,PDRAN06030,Caltha palustris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,in biotics,G5,SNR,0.0,0.086,
5280,SNR,G5,3479,14404,PDRAN06030,Caltha palustris,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,in biotics,G5,SNR,0.0,0.086,
5281,SNR,G4G5,7976,508173,NLT0014080,Lecanora oreinoides,Sunken Rim-lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5282,SNR,G5T5?,6082,19115,NBHEP330H1,Scapania irrigua ssp. irrigua,,,,,,,,,,,,N,,,,,,,28-Feb-22,T5,SNR,,T5,SNR,0.0,0.0,
5283,SNR,G5?,2367,13165,PDAST4W1U0,Hieracium x marianum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5284,SNR,G4G5,1683,12564,NLLEC920C0,Lecanora caesiorubella,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5285,SNR,GNR,1649,12530,NLT0009270,Collema fasciculare,,,,,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5286,SNR,G5,3851,14775,PDSCR1L4J0,Penstemon pallidus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5287,SNR,G5,3851,14775,PDSCR1L4J0,Penstemon pallidus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5288,SNR,G5,2030,12917,PDAPO06010,Apocynum androsaemifolium,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.03,
5289,SNR,G5,2030,12917,PDAPO06010,Apocynum androsaemifolium,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.03,
5290,SNR,G5,4943,15923,PPOSM01020,Osmunda claytoniana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5291,SNR,G5,4943,15923,PPOSM01020,Osmunda claytoniana,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5292,SNR,G5,3732,14654,PDRUB0N1T0,Galium pilosum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5293,SNR,G5,3732,14654,PDRUB0N1T0,Galium pilosum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5294,SNR,GNR,7992,508189,NLLEC9R040,Lepraria cryophila,a dust lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5295,SNR,G5,3128,14042,PDLAM0X010,Lycopus americanus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.029,
5296,SNR,G5,3128,14042,PDLAM0X010,Lycopus americanus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.029,
5297,SNR,G4G5,7615,478957,NBMUS4P060,Micromitrium tenerum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5298,SNR,G5,4952,15932,PPTHE02020,Phegopteris hexagonoptera,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5299,SNR,G5,4952,15932,PPTHE02020,Phegopteris hexagonoptera,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5300,SNR,G5,3497,14424,PDRAN0L010,Ranunculus abortivus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.036,
5301,SNR,G5,3497,14424,PDRAN0L010,Ranunculus abortivus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.036,
5302,SNR,G4G5,1858,12744,NLTES11290,Phaeophyscia adiastola,,,,,,,,,,,,N,,,,,,,28-Feb-22,G4,SNR,,G4,SNR,0.0,0.0,
5303,SNR,G5,1921,12808,NLTEST7180,Cladina stellaris,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5304,SNR,G5,1921,12808,NLTEST7180,Cladina stellaris,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5305,SNR,G5,1679,12560,NLT0012560,Imshaugia placorodia,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5306,SNR,G5,1679,12560,NLT0012560,Imshaugia placorodia,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5307,SNR,G5,2773,13666,PDCPR06030,Triosteum perfoliatum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.06,
5308,SNR,G5,2773,13666,PDCPR06030,Triosteum perfoliatum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.06,
5309,SNR,GNR,7920,508117,NLLEC0N020,Carbonea latypizodes,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5310,SNR,G5,2411,13209,PDAST7K020,Prenanthes alba,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5311,SNR,G5,2411,13209,PDAST7K020,Prenanthes alba,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5312,SNR,GNR,8167,508367,NLINC06020,Dictyocatenulata alba,a lichen,,,N,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5313,SNR,G5,5409,17532,PDERI0G041,Gaylussacia frondosa,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.165,
5314,SNR,G5,5409,17532,PDERI0G041,Gaylussacia frondosa,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.165,
5315,SNR,G5?,4698,15673,PMPOA4K4L0,Panicum philadelphicum,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.093,
5316,SNR,GNR,1763,12648,NLT0022140,Phaeocalicium curtisii,,,,,,,,,,,,N,,,,,,,28-Feb-22,GNR,SNR,,GNR,SNR,0.0,0.0,
5317,SNR,G5,3511,14438,PDRAN0L180,Ranunculus hispidus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.05,
5318,SNR,G5,3511,14438,PDRAN0L180,Ranunculus hispidus,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.05,
5319,SNR,G5,3147,14061,PDLAM17030,Monarda clinopodia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.232,
5320,SNR,G5,3147,14061,PDLAM17030,Monarda clinopodia,,,,N,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.232,
5321,SNR,G5?,1773,12658,NLT0023380,Polysporina simplex,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5322,SNR,G5,1692,12573,NLT0014400,Lecanora strobilina,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5323,SNR,G5,1692,12573,NLT0014400,Lecanora strobilina,,,,,,,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.0,
5324,SNR,G5,4245,15438,PMORC1M040,Liparis loeselii,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.051,
5325,SNR,G5,4245,15438,PMORC1M040,Liparis loeselii,,,,N,,N,,,,,,N,,,,,,,28-Feb-22,G5,SNR,,G5,SNR,0.0,0.051,
5326,SNR,G5,7719,499354,PMPOA24140,Dichanthelium villosissimum,White-hair Witchgrass,,,Y,,TU,,,,,,N,,,,,,,28-Feb-22,G5,SNR,in biotics,G5,SNR,0.0,0.0,0.5
